name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,histone_mark,data_source,endedness,genetically_modified,nonzero_mean,grp
EFO:0002791 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H3K4me3,encode,single,False,0.7833877205848694,
EFO:0002791 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H3K79me2,encode,single,False,1.5820488929748535,
EFO:0002791 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H3K9ac,encode,single,False,1.1061956882476807,
EFO:0002793 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002793,HL-60,cell_line,adult,H3K27ac,encode,paired,False,0.7122716307640076,
EFO:0002793 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002793,HL-60,cell_line,adult,H3K4me3,encode,single,False,3.4567317962646484,
EFO:0002798 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002798,NB4,cell_line,adult,H3K4me3,encode,single,False,2.6263296604156494,
EFO:0002824 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002824,HCT116,cell_line,adult,H3K27ac,encode,single,False,0.8749218583106995,
EFO:0002824 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002824,HCT116,cell_line,adult,H3K27me3,encode,single,False,0.8850667476654053,
EFO:0002824 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002824,HCT116,cell_line,adult,H3K36me3,encode,single,False,0.7596229314804077,
EFO:0002824 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002824,HCT116,cell_line,adult,H3K4me1,encode,single,False,0.7152540683746338,
EFO:0002824 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002824,HCT116,cell_line,adult,H3K4me2,encode,single,False,0.833650529384613,
EFO:0002824 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002824,HCT116,cell_line,adult,H3K4me3,encode,single,False,0.7914097905158997,
EFO:0002824 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002824,HCT116,cell_line,adult,H3K79me2,encode,single,False,0.935132622718811,
EFO:0002824 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002824,HCT116,cell_line,adult,H3K9ac,encode,single,False,0.8349432349205017,
EFO:0002847 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H2AFZ,encode,paired,False,0.8126703500747681,
EFO:0002847 Histone ChIP-seq H3F3A,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3F3A,encode,paired,False,0.805666983127594,
EFO:0002847 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K27ac,encode,single,False,0.7811882495880127,
EFO:0002847 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K27me3,encode,single,False,0.8377817273139954,
EFO:0002847 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K4me1,encode,single,False,0.7623736262321472,
EFO:0002847 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K4me2,encode,single,False,0.7997951507568359,
EFO:0002847 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K4me3,encode,single,False,0.7847661972045898,
EFO:0002847 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K79me2,encode,single,False,0.7880992889404297,
EFO:0002847 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K9ac,encode,single,False,0.7769328355789185,
EFO:0002847 Histone ChIP-seq H3K9me2,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K9me2,encode,paired,False,0.8189198970794678,
EFO:0002847 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H3K9me3,encode,paired,False,0.8302831053733826,
EFO:0002847 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,H4K20me1,encode,paired,False,0.8273460865020752,
EFO:0002860 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002860,SK-N-MC,cell_line,child,H3K27ac,encode,single,False,0.8160144686698914,
EFO:0002860 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002860,SK-N-MC,cell_line,child,H3K36me3,encode,single,False,0.7942330241203308,
EFO:0002860 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002860,SK-N-MC,cell_line,child,H3K4me1,encode,single,False,0.7683026790618896,
EFO:0002860 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002860,SK-N-MC,cell_line,child,H3K4me3,encode,single,False,0.766095757484436,
EFO:0002860 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002860,SK-N-MC,cell_line,child,H3K9ac,encode,single,False,0.798915445804596,
EFO:0003042 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H2AFZ,encode,single,False,0.8964623212814331,
EFO:0003042 Histone ChIP-seq H2BK12ac,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H2BK12ac,encode,single,False,1.0385457277297974,
EFO:0003042 Histone ChIP-seq H2BK5ac,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H2BK5ac,encode,single,False,0.9948505759239197,
EFO:0003042 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K27ac,encode,single,False,1.1245684623718262,
EFO:0003042 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K27me3,encode,single,False,0.9110193252563477,
EFO:0003042 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K36me3,encode,single,False,0.7956418395042419,
EFO:0003042 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K4me1,encode,single,False,0.8609104752540588,
EFO:0003042 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K4me2,encode,single,False,1.423579454421997,
EFO:0003042 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K4me3,encode,single,False,0.8046759366989136,
EFO:0003042 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K79me2,encode,single,False,1.0178576707839966,
EFO:0003042 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K9ac,encode,single,False,0.9233517050743103,
EFO:0003042 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H3K9me3,encode,single,False,0.8602845668792725,
EFO:0003042 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H4K20me1,encode,single,False,0.8364707231521606,
EFO:0003042 Histone ChIP-seq H4K91ac,.,Histone ChIP-seq,EFO:0003042,H1,cell_line,embryonic,H4K91ac,encode,single,False,0.8832273483276367,
EFO:0003045 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0003045,H9,cell_line,embryonic,H3K27me3,encode,single,False,1.042486548423767,
EFO:0003045 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0003045,H9,cell_line,embryonic,H3K36me3,encode,single,False,1.2858878374099731,
EFO:0003045 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0003045,H9,cell_line,embryonic,H3K4me1,encode,single,False,1.0824403762817383,
EFO:0003045 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0003045,H9,cell_line,embryonic,H3K4me2,encode,single,False,0.8737141489982605,
EFO:0003045 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0003045,H9,cell_line,embryonic,H3K4me3,encode,single,False,2.0365102291107178,
EFO:0003045 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0003045,H9,cell_line,embryonic,H3K9me3,encode,single,False,1.0603501796722412,
EFO:0003072 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H2AFZ,encode,paired,False,0.8825019598007202,
EFO:0003072 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H3K27ac,encode,paired,False,0.879656970500946,
EFO:0003072 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H3K27me3,encode,single,False,0.8798337578773499,
EFO:0003072 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H3K36me3,encode,single,False,0.9075960516929626,
EFO:0003072 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H3K4me1,encode,single,False,0.7671272158622742,
EFO:0003072 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H3K4me2,encode,single,False,0.7950025200843811,
EFO:0003072 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H3K4me3,encode,paired,False,0.876600980758667,
EFO:0003072 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H3K79me2,encode,paired,False,0.9137915968894958,
EFO:0003072 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H3K9ac,encode,single,False,0.7993491888046265,
EFO:0003072 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,H4K20me1,encode,single,False,0.8161243200302124,
EFO:0005236 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005236,NT2/D1,cell_line,unknown,H3K27me3,encode,single,False,1.0673760175704956,
EFO:0005236 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005236,NT2/D1,cell_line,unknown,H3K36me3,encode,single,False,1.3818084001541138,
EFO:0005236 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005236,NT2/D1,cell_line,unknown,H3K4me1,encode,single,False,1.1486653089523315,
EFO:0005236 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005236,NT2/D1,cell_line,unknown,H3K4me3,encode,single,False,1.227253794670105,
EFO:0005236 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005236,NT2/D1,cell_line,unknown,H3K9ac,encode,single,False,1.299910306930542,
EFO:0005236 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0005236,NT2/D1,cell_line,unknown,H3K9me3,encode,single,False,0.8423168063163757,
EFO:0005333 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005333,GM08714,cell_line,unknown,H3K4me3,encode,single,False,0.6614753007888794,
EFO:0005337 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005337,GM12864,cell_line,unknown,H3K4me3,encode,single,False,1.0027735233306885,
EFO:0005338 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005338,GM12865,cell_line,unknown,H3K4me3,encode,single,False,0.9344316124916077,
EFO:0005694 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0005694,KMS-11,cell_line,adult,H2AFZ,encode,single,False,0.8141403794288635,
EFO:0005694 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005694,KMS-11,cell_line,adult,H3K27ac,encode,single,False,0.746717631816864,
EFO:0005694 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005694,KMS-11,cell_line,adult,H3K4me1,encode,single,False,0.7639715671539307,
EFO:0005694 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005694,KMS-11,cell_line,adult,H3K4me2,encode,single,False,0.8069808483123779,
EFO:0005694 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005694,KMS-11,cell_line,adult,H3K79me2,encode,single,False,0.7864497303962708,
EFO:0005694 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005694,KMS-11,cell_line,adult,H3K9ac,encode,single,False,0.8067595362663269,
EFO:0005710 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005710,HFF-Myc,cell_line,newborn,H3K4me3,encode,single,False,2.5824942588806152,
EFO:0005715 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005715,WERI-Rb-1,cell_line,child,H3K27ac,encode,paired,False,0.7390504479408264,
EFO:0005715 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005715,WERI-Rb-1,cell_line,child,H3K36me3,encode,paired,False,0.7824030518531799,
EFO:0005715 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005715,WERI-Rb-1,cell_line,child,H3K4me1,encode,paired,False,0.7635297179222107,
EFO:0005715 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005715,WERI-Rb-1,cell_line,child,H3K4me3,encode,single,False,1.21775484085083,
EFO:0005719 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H2AFZ,encode,single,False,0.8108116984367371,
EFO:0005719 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K27ac,encode,single,False,0.8132166266441345,
EFO:0005719 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K36me3,encode,single,False,0.7852209210395813,
EFO:0005719 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K4me1,encode,single,False,0.6884607672691345,
EFO:0005719 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K4me2,encode,single,False,0.8892467617988586,
EFO:0005719 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K4me3,encode,single,False,0.7700881958007812,
EFO:0005719 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K79me2,encode,single,False,0.7337878942489624,
EFO:0005719 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K9ac,encode,single,False,0.8060652017593384,
EFO:0005719 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K9me3,encode,single,False,0.787443220615387,
EFO:0005722 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005722,SJCRH30,cell_line,child,H3K27ac,encode,paired,False,0.6896005868911743,
EFO:0005722 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005722,SJCRH30,cell_line,child,H3K36me3,encode,paired,False,0.7707294821739197,
EFO:0005722 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005722,SJCRH30,cell_line,child,H3K4me1,encode,paired,False,0.7450762987136841,
EFO:0005722 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005722,SJCRH30,cell_line,child,H3K4me3,encode,paired,False,0.6206855177879333,
EFO:0005723 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H2AFZ,encode,single,False,0.7952460050582886,
EFO:0005723 Histone ChIP-seq H3F3A,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3F3A,encode,single,False,0.793757975101471,
EFO:0005723 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K27ac,encode,single,False,0.8255560398101807,
EFO:0005723 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K27me3,encode,single,False,0.8721643686294556,
EFO:0005723 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K36me3,encode,single,False,0.8269196152687073,
EFO:0005723 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K4me1,encode,single,False,0.8184978365898132,
EFO:0005723 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K4me2,encode,single,False,1.1433426141738892,
EFO:0005723 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K4me3,encode,single,False,0.7785521745681763,
EFO:0005723 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K79me2,encode,single,False,0.9011765122413635,
EFO:0005723 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K9ac,encode,single,False,0.7587307095527649,
EFO:0005724 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H2AFZ,encode,single,False,0.7800906300544739,
EFO:0005724 Histone ChIP-seq H3F3A,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3F3A,encode,single,False,0.8031467199325562,
EFO:0005724 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K27ac,encode,single,False,0.782006561756134,
EFO:0005724 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K27me3,encode,single,False,0.8092890977859497,
EFO:0005724 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K4me1,encode,single,False,0.7677534222602844,
EFO:0005724 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K4me2,encode,single,False,0.7975562214851379,
EFO:0005724 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K4me3,encode,single,False,0.7837072014808655,
EFO:0005724 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K79me2,encode,single,False,0.7689640522003174,
EFO:0005724 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K9ac,encode,single,False,0.7776012420654297,
EFO:0005725 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005725,BE2C,cell_line,child,H3K27me3,encode,paired,False,0.7768091559410095,
EFO:0005725 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005725,BE2C,cell_line,child,H3K36me3,encode,paired,False,0.7647978663444519,
EFO:0005725 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005725,BE2C,cell_line,child,H3K4me1,encode,paired,False,0.7459593415260315,
EFO:0005725 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005725,BE2C,cell_line,child,H3K4me3,encode,single,False,1.0527292490005493,
EFO:0005726 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005726,LNCaP clone FGC,cell_line,adult,H3K4me3,encode,single,False,1.5429073572158813,
EFO:0005904 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005904,H7,cell_line,embryonic,H3K27me3,encode,single,False,1.2266736030578613,
EFO:0005904 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005904,H7,cell_line,embryonic,H3K36me3,encode,single,False,1.207909345626831,
EFO:0005904 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005904,H7,cell_line,embryonic,H3K4me3,encode,single,False,2.94527268409729,
EFO:0005907 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K27ac,encode,single,False,1.0297112464904785,
EFO:0005907 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K36me3,encode,single,False,0.8471945524215698,
EFO:0005907 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K4me1,encode,single,False,0.9663975834846497,
EFO:0005907 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K4me2,encode,single,False,0.7491858601570129,
EFO:0005907 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K4me3,encode,single,False,0.9543201923370361,
EFO:0005907 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K79me2,encode,single,False,0.8348632454872131,
EFO:0005907 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K9ac,encode,single,False,0.7003461718559265,
EFO:0006270 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006270,AG04450,cell_line,embryonic,H3K27ac,encode,single,False,1.9686357975006104,
EFO:0006270 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0006270,AG04450,cell_line,embryonic,H3K27me3,encode,single,False,1.8396755456924438,
EFO:0006270 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0006270,AG04450,cell_line,embryonic,H3K4me3,encode,single,False,1.9831632375717163,
EFO:0006270 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0006270,AG04450,cell_line,embryonic,H3K9me3,encode,single,False,1.4357243776321411,
EFO:0006283 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006283,KOPT-K1,cell_line,unknown,H3K27ac,encode,single,False,1.3327282667160034,
EFO:0006283 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0006283,KOPT-K1,cell_line,unknown,H3K36me3,encode,single,False,1.4527289867401123,
EFO:0006283 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0006283,KOPT-K1,cell_line,unknown,H3K4me1,encode,single,False,1.3107812404632568,
EFO:0006365 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006365,C4-2B,cell_line,adult,H3K27ac,encode,paired,False,0.754474401473999,
EFO:0006710 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H2AFZ,encode,single,False,0.8652040362358093,
EFO:0006710 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K27ac,encode,single,False,0.7575159668922424,
EFO:0006710 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K27me3,encode,single,False,0.8024139404296875,
EFO:0006710 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K36me3,encode,single,False,0.7774218320846558,
EFO:0006710 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K4me1,encode,single,False,0.726151704788208,
EFO:0006710 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K4me2,encode,single,False,0.8114163279533386,
EFO:0006710 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K4me3,encode,single,False,0.7242121696472168,
EFO:0006710 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K79me2,encode,single,False,0.7425189018249512,
EFO:0006710 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K9ac,encode,single,False,0.8127356767654419,
EFO:0006710 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H4K20me1,encode,single,False,0.7914016246795654,
EFO:0006711 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H2AFZ,encode,single,False,0.8166161775588989,
EFO:0006711 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K27ac,encode,single,False,1.0634981393814087,
EFO:0006711 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K36me3,encode,single,False,0.8508294224739075,
EFO:0006711 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K4me1,encode,single,False,1.1747151613235474,
EFO:0006711 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K4me2,encode,single,False,0.8813180923461914,
EFO:0006711 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K4me3,encode,single,False,1.0456187725067139,
EFO:0006711 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K79me2,encode,single,False,0.8088855147361755,
EFO:0007070 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H2AFZ,encode,single,False,1.1752159595489502,
EFO:0007070 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K27ac,encode,single,False,0.9650293588638306,
EFO:0007070 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K27me3,encode,single,False,0.8814367055892944,
EFO:0007070 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K36me3,encode,single,False,0.7858275175094604,
EFO:0007070 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K4me1,encode,single,False,1.075564980506897,
EFO:0007070 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K4me3,encode,single,False,0.7788870334625244,
EFO:0007070 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K79me2,encode,single,False,1.3678133487701416,
EFO:0007074 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H2AFZ,encode,single,False,0.9895577430725098,
EFO:0007074 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K27ac,encode,single,False,0.7825018763542175,
EFO:0007074 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K36me3,encode,single,False,1.0529050827026367,
EFO:0007074 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K4me1,encode,single,False,1.0538052320480347,
EFO:0007074 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K4me2,encode,single,False,1.6599756479263306,
